"","WARD","COUNTY","STATUS","TYPE"
"14732","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14733","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14734","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14735","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14736","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14737","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14738","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14739","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14740","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14741","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14742","MAGUMONI","THARAKA NITHI COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14927","DANYERE","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14928","DANYERE","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14929","BALAMBALA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14930","BALAMBALA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14931","BALAMBALA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14932","BALAMBALA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14933","BALAMBALA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14934","JARA JARA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14935","SANKURI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14936","SANKURI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14937","SANKURI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14938","SAKA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14939","SAKA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14940","SAKA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14941","SAKA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14942","BALAMBALA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14943","BALAMBALA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14944","BALAMBALA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14945","BALAMBALA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14946","JARA JARA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14947","JARA JARA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14948","JARA JARA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14949","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14950","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14951","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14952","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14953","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14954","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14955","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14956","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14957","SANKURI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14958","SAKA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14959","SAKA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14963","DERTU","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14964","DERTU","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14965","DERTU","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14966","DADAAB","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14967","DADAAB","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14968","DADAAB","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14969","DADAAB","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14970","LIBOI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14971","LIBOI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14972","LIBOI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14973","LIBOI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14974","LIBOI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14975","ABAKAILE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14976","ABAKAILE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14977","ABAKAILE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14978","ABAKAILE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14979","ABAKAILE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14980","LABASIGALE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14981","LABASIGALE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14982","LABASIGALE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14983","DAMAJALE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14984","DAMAJALE","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14988","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14989","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14990","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14991","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14992","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14993","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"14994","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14995","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14996","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14997","GALBET","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"14998","TOWNSHIP","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"14999","TOWNSHIP","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15000","TOWNSHIP","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15001","TOWNSHIP","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15002","TOWNSHIP","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15003","TOWNSHIP","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15004","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15005","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15006","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15007","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15008","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15009","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15010","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15011","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15012","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15013","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15014","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15015","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15016","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15017","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15018","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15019","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15020","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15021","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15022","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15023","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15024","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15025","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15026","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15027","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15028","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15029","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15030","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15031","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15032","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15033","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15034","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15035","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15036","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15037","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15038","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15039","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15040","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15041","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15042","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15043","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15044","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15045","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15046","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15047","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15048","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15049","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15050","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15051","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15052","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15053","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15054","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15055","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15056","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15057","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15058","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15059","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15060","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15061","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15062","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15063","WABERI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15064","TOWNSHIP","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15065","TOWNSHIP","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15066","TOWNSHIP","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15067","TOWNSHIP","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15068","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15069","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15070","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15071","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15072","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15073","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15074","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15075","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15076","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15077","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15078","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15079","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15080","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15081","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15082","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15083","WABERI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15087","DEKAHARIA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15088","DEKAHARIA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15089","DEKAHARIA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15090","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15091","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15092","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15093","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15094","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15095","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15096","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15097","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15098","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15099","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15100","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15101","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15102","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15103","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15104","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15105","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15106","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15107","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15108","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15109","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15110","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15111","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15112","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15113","BURA","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15114","JARAJILA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15115","JARAJILA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15116","JARAJILA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15117","JARAJILA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15118","JARAJILA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15119","JARAJILA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15120","FAFI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15121","FAFI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15122","FAFI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15123","FAFI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15124","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15125","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15126","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15127","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15128","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15129","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15130","NANIGHI","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15131","DEKAHARIA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15132","DEKAHARIA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15133","DEKAHARIA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15134","DEKAHARIA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15135","DEKAHARIA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15136","DEKAHARIA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15137","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15138","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15139","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15140","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15141","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15142","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15143","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15144","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15145","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15146","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15147","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15148","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15149","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15150","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15151","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15152","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15153","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15154","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15155","BURA","GARISSA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15159","HULUGHO","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15160","HULUGHO","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15161","HULUGHO","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15162","HULUGHO","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15163","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15164","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15165","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15166","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15167","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15168","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15169","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"15170","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15171","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"15172","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15173","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15174","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15175","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15176","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"15177","MASALANI","GARISSA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
